ID,Classe,05685302f26491324b7d2646bbeade10,061c3a9de3ff152220d022a6f744827a,08208079dff8dbbee4a10904c390cab6,08894f466c1bed6d7649bb8e50e1e819,0def74d4e8e2aabd205cda74c41c36ed,12c414e82297f70b8b7af012e4c6f85f,14f6b085a55546ec0b3c77d6f51f8a3d,1535935d40ba3a3e7111386b0719b748,156c87bc0776aa97c9634b043a25db1e,15934dbacef75abf34b261a4f799d93d,16d7b34a8c6b9c70772a3aa7da394141,17d55862b9a7d403bf6f43054385ccb2,1983a8f26f2b1be61aa1c87341537d46,1aabb3febae56b4e802a9fb39e34db03,1ab1bc3f89291ef7d84b1b6ac11dec10,1c68eb0b69f4cfdf410ce5f85a36bb82,1c896a379ca3a788ccce99ad06b50135,1ec0d853f3bdc344e235f8fdd88fa43b,1f2df9321f53cc9ea27a8b2e48aba5e2,1ffd679477bc7d2f7589b0c9eb2eb700,222a6ddbfd866020ce4d104a277883a8,22b1fa4faea8ec618ac603f995a822ea,22d0df8271bea772035a91f80b0d512b,27724bd6275ac55af48c66f206208792,2a224dd80bae659bbd162884c5e54162,2ad04f26ecff1e668f860ab702c823a5,2b7428c6d655a2c6f8b814ccd9284797,2bd2a90b4a3afdf3a41895c765420b81,2cad6446d9824d4c61e020152e1fefba,2d89cca6b1d4d4a6a573ea455c742821,2f8af4b007d11a0ac505cfcceb8a747a,2fa67daed9f95f87a25b9b7b29f0c5ea,305e7a788da4972902316da1e5f4dc33,30e329fc7f74431edba5eb24d3b88970,333523f37c812e7bafe0780f66d68668,33400bc63a6f45751bbf7e51ce48ddbc,3355e792f6d683e3b106ff2631240e3b,347cc066186a8912fd5c03dde9422a7f,354f515208564f0f4fb4de43bb03d16f,371a60442111914b4a0a068c6466466d,3763650176b5a187214cbba36723d2d8,377a8e31decc0c6e5b95329184ebff7a,38f49b78bf049350bd98dfb838788c3e,391f02962b4386a4d9422c488ab610ab,3a190ab66141323e30bdf70c7dfaae17,3acfb34a50dc573eb2f7b86feed6f1dc,3b18f12ba8f2aa9625e3c7875c2ac1a1,3b1bc2a7e766ceed5eea6ede7c103fd6,3b24f9d08538b97ac608d6fb77616f1b,3b9a1c4e9c9b6427d61d4577836e30e0,3be6b30ecbd0b689143dea639aae2964,3c50b0dbb50fe798deff0f6b2fd54159,3d4996cb8f7d2e41b385ddb45d907123,3eb381c10a505a7d206788b29a728611,3f111c299792654fc9fb105ef3d02b61,3feb452c63e838d876371918af997aae,40495ccbd260984f09d542b5cf738321,40b0c6e30d6d5f89724601a893c2ecfc,41136bb9ab9dd549f861d61c133db652,41e4a5ead84982f00142c774eed2647b,4335eb38c0b15bf9019213b5639221fc,43d7ddd06efa61278add22ba80e845cf,4693392499a81ba8155397631cf2a50c,4773fcb91a0f5476a45f9522c517d18f,4806c6aa8679b7be1ae4cb3a20726a0b,485a0a5bb1e43b5dfb86636a255cecc0,487c5fb487c11760d3c2aae606beff9b,49aaaa4735ef7aebb585ab543832f42a,4a50d0fd106236fb8d7975bf08d7e212,4a62fc59ff474c8ec1dc02bdb856e008,4f89cff8a6b15cfdb0b562d7d2149c82,5090bad9421820eb8d5f1afbc8580f4b,534cef7e07556fe514d41ccc06d96554,5648c07fce399be8c7c9f9e33f800135,5bdcbd38ad18dc20220070d561c60f8f,5d95f6808b54d039f6a50844fc5be906,5dfb65ec05e87c17206bc653de2d4d66,5e17523a2abb285e2582a8e20421eaf5,60ce6dd133a05f357957e7ccc30442bf,60f57b1d3cef659a7c89ee5be595b05e,60f5a47712624180cdb3f97a7e965470,61f67055ae714e84187b5a67aaf70aa9,626498ff1b5ac6563dc6b73ae5385328,675a1e9ee0bd9112f7c6c243cf1a24b8,6a4b625d33690562aaa900863b4028cc,6c8aff99bda968b78f7d9a0cf17ae5f7,6ebe927a4b9b46a704df5659e2a5340f,6ec4c1255e588ff99f09758797aaca44,6f105a965421b665b916ff7b9e2b4f8e,71050f6bd9a3853a9cc4c2e28eb629fb,71081eb003aaf6f70f545671cec18561,719409b1a7f5fb55bc1a96cf7a7d9430,71fa9d703cae01119ec5b835b209b047,7265b519a0a881f24470e052c09d4e1f,726b86628c51db75a3af3de0ded3eab1,72cdd21a388616465137e868da591d67,7410b3bf82931d99c2e6e72a8b66a81f,74ac0418b751666d7bd6b93166645c48,761f3f220ef490631fd0897f79bc3b30,76333269eaec5821b4f924e4cb6689fc,76bb9933fef57ca7f553cc19683cdcba,7adb3963abf22a239d03d6c126b34fa6,7c6b1ca8aef327d7a53aeaee6b3f0975,7c87b9718b16defbc743f846b0c641a5,7de18dc6af1439a0626c285cfca32c75,7f025c0841362b78c483644563557b65,80a918b6ab6d420a70db3db5c2c590fd,81bf37e81a44343ad9a06071113eb750,8216ede920f077fedf6b829490b13f79,8391016dc7cad9d7b8df99a207e0d558,84d55187590b29bd3482f276def7588d,88576112f6233abf000a2703d956c695,897f0edcd1b5632cc6fa92156c940930,898355cae21d55f9f5d222e4bacf96d2,8a578c9ce556111d038dac646640b70d,8c2d6dd93fad67b65e05d3ff10758230,8ca252f47144324ed2b0a0e8573c0ab7,8cbc04819a15f4afb27c8f2cb870348b,8d51128140172851024fd87cac9a173d,8dc49c004ab48553e95344532b991f82,8e75b674a0f457dd704afc906294eda3,8fead4ff62f2f884412d6c0c8d723243,9085a9505d02755fff414f869ea1f06a,947b5ca33af9d76c11d1efb2555e5615,949614e3f8883d9d9cd6b68b6ffbf892,962e1c3565f23df9138d78e1e5ce6366,9672e6915915c6d28bbce4ae93abe38d,970ca41ee54d39fae8b0d0fbb6b826b4,985bd7adfa391d0256bee2532b4bf728,9862edb0635d799fa3f1e4c3240567f3,9b39afbf79e3282aa0ef08bf912cdf6a,9c0f464ec10627ea7b662a9348397305,9ee0673eb3b2703e9c1902039657e442,9f521a4a11e4f8cc8ba95fe420b2dabd,a17b5e47dbc091edcdaebd933f5e7aa2,a1ee1443ea148036da7044c7906ad7a2,a4638868712823620bf9519829947864,a48fe0783a3e2648b68999a47f097ab1,a5f7984d22ae73c94464f0eec8b4bc36,a7faa5340a307b72ed0f84261cfd40b4,a8c0db86a51417113db0e3d14b57e745,a9d98e802d3bdc944f969e7e209d7a8b,aa40c539d7021227e34ee6c0a5a2ebc2,ab31e4ac0f09da046255bd1e7c1bb374,abdc535919703dfadbb6a1a7fc1e1e89,ad60864226184113e4c7ebfd147fbd01,ad9dae150983d2b689c7c7b89afdb02f,b15d6fc2819d45000b5c108c26920426,b19228400aa003c394b5edb322b6d7fc,b35488bad6d72917c2d6cb28e5884e66,b4789b735d1a1135de60837e94df39ca,b55ed1838d23bdca9c4c8b716c32bfd8,b63a91aee8591d5834514aac34b39f95,b6c6226476ae7d667be91431acca466b,b7c1241d0b16d7905a05ec8a922b3d3a,ba05ff1905893d40f6c302944e3d91de,baab66db9ed4c45b8f55d6bbada070a1,bafdd9b34a3034c01adb7c5a7c13cf3e,bcf77a589f106fb86c8e25113b3f9f00,bdaa9a684c731ff2d892e4d0b5e9417d,be9d5eefa31b3c77cde1af5bbae1fbdd,c0066d0d2d43b88c2c947447d99e76e8,c11ded18daa3e0b91c46ee9463a629f4,c232f61c38fc28f3889fb0a399e2b520,c77398cc4b937d56b929f38c4972e503,cbd097078d2a41ba40ef3ad186f8f194,ccc15d6b22bf4cdfbf0243970662da9d,ccec32a49769d71c56b760284aa9196d,ce0dbcfb9ab1ba8061f7d9aca546c89a,d21cc8d642bf62994d459a9ac4efc4ad,d2ede236aaa88a1453e23320763ea437,d4b20c6da5daac9cbcbb8ffba1d39e39,d67b0f8ccb6f94173fbc3a748fa30325,dc088e82d40d5080c1c7609eda93fa9a,dd1195840fb53d6b63495c77e90bc6b5,ddd1b9a46de5b4b793437395264f2768,ddf4b341f252ced026d578fdb0bb97be,deafe1f4c4d85697223b03baf301882c,dedc3b239f2e3841d69ec69742a91d42,dee919bf1afd25b3cd5eb4da1b8f95cc,e0532e99db2245c5622b39722ced2435,e527af4dbbba248ed22dba4375309e70,e570a46b9d8057e8749def1c6126e0b4,e77dac357ab6a0b2a693bd490bdf87a6,e86275445de05b951ee9183b00003b36,e9ac20f0eb05ae386a8fdbcdd483d293,ea712bc85f62da41125923395140abc7,ec038ee61d5a488fbcd01c2106015252,ec16ae4fbbd298f7a109978474adb944,ecd53fb1af03c2db9e27c50b7605f581,f0600cd4c6507feb032564f23ebf7edb,f1b070a41d9e9a77284dfa2734e91049,f2b6a591e63450aa1f7206347aa996b2,f4e225b3ebdae8ccc819c1c56a9e966d,f827c8db603c59a215cba48a5521af26,f857fce35f6491e70daed82cb7a5fcd7,f870a096aefd11c9061ac142d47e613a,fb21aef84fbecf127a7e4f628cb13fb2,fde6b30743357e9179fd16766aa47c9e,fe6c15e99abb3bcc57ec78e5b616fa8b
GO_Post-E19.br_rep1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
GO_Post-E19.br_rep2,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
GO_Post-E19.br_rep3,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
GO_Post-E19.br_rep4,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1
GO_Post-E19.br_rep5,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
PM_Post-E19.br_rep1,-1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
PM_Post-E19.br_rep2,-1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0
PM_Post-E19.br_rep3,-1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0
PM_Post-E19.br_rep4,-1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
PM_Post-E19.br_rep5,-1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
